,Fahrtnummer,Fahrzeugnummer,Buchungskreis,Abfahrtsdatum,Messung,Zug id,Abfahrtszeit,Ankunftszeit,Entfernung km,Passagieranzahl,Abfahrtsbahnhof,Ankunftsbahnhof,grund
25178,8674828977.0,2.0,1001,2022-06-26,2942.09,8674828977,2024-06-08 17:10:28,2024-06-08 21:06:28,765,398,Calderonburgh,East Brian,Duplicate
25179,1097615530.0,10.0,1005,2024-04-27,3716.21,1097615530,2024-06-24 22:19:04,2024-06-25 00:09:04,854,278,North Amandaland,Catherinetown,Duplicate
25180,2192746585.0,16.0,XXXX,2024-02-26,3761.73,2192746585,2024-06-01 03:59:00,2024-06-01 06:41:00,700,464,East Lindsey,Lake Crystalton,Duplicate
25181,1961167703.0,7.0,1003,2021-03-19,4953.77,1961167703,2024-06-19 05:36:06,2024-06-19 08:41:06,840,337,New Garrett,Williamsonton,Duplicate
25182,4562319381.0,2.0,1003,2023-10-28,1502.12,4562319381,2024-05-31 05:36:28,2024-05-31 09:11:28,937,490,Michellefurt,Carolineborough,Duplicate
25183,2685582618.0,5.0,1009,2021-08-20,4410.33,2685582618,2024-05-27 01:52:13,2024-05-27 06:15:13,640,478,North Cassandra,West Nicole,Duplicate
25184,6294205683.0,3.0,XXXX,2022-04-26,2523.31,6294205683,2024-06-04 12:35:07,2024-06-04 14:04:07,749,213,New Daniellemouth,New Amy,Duplicate
25185,7796756859.0,10.0,1004,2023-10-01,2287.66,7796756859,2024-05-28 11:51:42,2024-05-28 13:57:42,810,411,Judyhaven,Hamiltonville,Duplicate
25186,6224742374.0,1.0,1008,2021-09-10,3953.09,6224742374,2024-06-10 16:47:37,2024-06-10 21:00:37,517,277,Isaacstad,Lake Dorismouth,Duplicate
25187,9665909415.0,5.0,XXXX,2022-02-17,2924.72,9665909415,2024-05-29 05:26:16,2024-05-29 08:30:16,556,452,West Shane,North Jose,Duplicate
25188,1447629948.0,10.0,XXXX,2023-12-13,1111.12,1447629948,2024-06-16 04:13:43,2024-06-16 05:52:43,327,315,West Kevin,Port Stacytown,Duplicate
25189,4116429775.0,7.0,1004,2023-01-22,4075.77,4116429775,2024-06-16 17:16:32,2024-06-16 18:44:32,202,287,New Kristen,Raymondville,Duplicate
25191,3311367347.0,7.0,XXXX,2021-12-13,1858.31,3311367347,2024-06-07 20:40:03,2024-06-08 00:29:03,132,465,Port Michaelbury,Port Billyside,Duplicate
25192,1671252716.0,3.0,1000,2020-08-22,1092.37,1671252716,2024-06-05 07:15:49,2024-06-05 10:45:49,246,160,New Jonathan,North Elizabethside,Duplicate
25193,9998839662.0,2.0,1008,2021-05-21,1031.04,9998839662,2024-06-10 19:31:05,2024-06-10 22:43:05,793,109,East Colleen,West Williamtown,Duplicate
25194,807836456.0,7.0,1008,2022-11-16,1041.91,0807836456,2024-06-22 17:12:32,2024-06-22 20:15:32,792,378,Port Natalieburgh,North Regina,Duplicate
25195,8932915102.0,14.0,1008,2023-03-29,2938.98,8932915102,2024-06-02 07:42:37,2024-06-02 10:38:37,613,244,Lake Scottmouth,Warrenborough,Duplicate
25196,2312356931.0,5.0,1003,2023-12-15,3562.81,2312356931,2024-06-17 15:01:48,2024-06-17 17:57:48,771,395,Burgessfurt,Gatesview,Duplicate
25197,1878565185.0,3.0,1005,2022-10-10,1117.46,1878565185,2024-06-01 08:58:35,2024-06-01 10:44:35,147,274,Cindyland,Powellmouth,Duplicate
25198,7559069179.0,4.0,1009,2021-10-27,2189.69,7559069179,2024-06-10 15:48:40,2024-06-10 17:45:40,518,357,North Jillbury,South Veronicahaven,Duplicate
25199,6300742046.0,11.0,1003,2022-10-23,4100.73,6300742046,2024-06-24 19:51:41,2024-06-25 00:30:41,787,250,North Jacob,New Samuel,Duplicate
25201,9669586791.0,6.0,1003,2020-10-21,4070.04,9669586791,2024-06-20 00:56:28,2024-06-20 03:08:28,76,174,South Tina,Jaimechester,Duplicate
25202,3365513562.0,5.0,XXXX,2022-03-17,4986.47,3365513562,2024-05-28 22:07:09,2024-05-29 01:36:09,811,214,Graceberg,South Jennifer,Duplicate
25203,1186305.0,16.0,1003,2023-05-18,2169.95,0001186305,2024-06-21 20:38:33,2024-06-21 21:34:33,705,449,Emilystad,West Judithtown,Duplicate
25204,9297835274.0,6.0,1003,2023-03-18,3216.29,9297835274,2024-06-19 04:06:42,2024-06-19 05:20:42,756,278,Marthafurt,North Amyland,Duplicate
25205,8503945877.0,11.0,1002,2023-08-11,3476.48,8503945877,2024-06-10 02:53:53,2024-06-10 06:26:53,898,468,Markmouth,New Joseph,Duplicate
25206,4795696492.0,5.0,1008,2022-03-12,2790.57,4795696492,2024-06-17 22:07:30,2024-06-18 01:02:30,181,180,Krystalland,Michaelhaven,Duplicate
25207,828596203.0,5.0,1004,2023-10-23,1361.01,0828596203,2024-06-15 15:54:06,2024-06-15 16:50:06,240,499,Port Meganton,Lake Nicoleville,Duplicate
25208,2488641477.0,16.0,1000,2020-02-18,1124.83,2488641477,2024-06-15 08:53:43,2024-06-15 11:35:43,105,102,West Erikaton,Ashleyport,Duplicate
25209,7891740102.0,5.0,1001,2023-02-09,1008.58,7891740102,2024-06-08 11:18:01,2024-06-08 14:36:01,580,351,Lake Rachelshire,Jenniferport,Duplicate
25210,2845667493.0,9.0,1006,2023-04-01,4162.28,2845667493,2024-05-28 22:46:05,2024-05-29 00:18:05,352,493,Hancockburgh,Brandonfurt,Duplicate
25211,8723106585.0,1.0,1005,2020-01-03,1018.66,8723106585,2024-06-19 03:43:01,2024-06-19 07:32:01,670,59,Wareton,North Morgan,Duplicate
25212,8865163724.0,9.0,XXXX,2020-10-23,1612.87,8865163724,2024-06-01 23:24:41,2024-06-02 01:38:41,85,261,Cynthiaport,North Isaiah,Duplicate
25213,3450437430.0,13.0,1006,2020-08-28,2409.68,3450437430,2024-06-18 22:32:38,2024-06-19 01:30:38,737,295,Samanthastad,Jenniferfurt,Duplicate
25214,6764910104.0,2.0,1006,2021-06-16,1659.16,6764910104,2024-06-24 00:18:03,2024-06-24 01:18:03,384,190,East Ryan,Clintonton,Duplicate
25215,7891740102.0,18.0,1001,2023-02-09,3520.69,7891740102,2024-06-08 11:18:01,2024-06-08 14:36:01,580,351,Lake Rachelshire,Jenniferport,Duplicate
25216,1436474245.0,1.0,XXXX,2021-03-23,4604.12,1436474245,2024-06-18 14:11:24,2024-06-18 17:23:24,952,422,Sydneyport,New Elizabeth,Duplicate
25218,6951693668.0,6.0,1001,2023-09-23,3603.95,6951693668,2024-06-09 03:16:30,2024-06-09 04:43:30,310,341,Elizabethport,Nathanstad,Duplicate
25219,9533576139.0,3.0,1000,2020-03-01,4000.59,9533576139,2024-06-22 03:49:30,2024-06-22 08:31:30,178,273,South Bobbyport,Johnsonstad,Duplicate
25220,8059601482.0,14.0,1007,2023-06-09,3629.52,8059601482,2024-06-01 09:09:47,2024-06-01 12:29:47,327,390,South Reginaton,East Dianeshire,Duplicate
25221,5079147543.0,7.0,1004,2022-07-28,1286.16,5079147543,2024-06-12 05:45:43,2024-06-12 09:06:43,983,131,Port Jessicabury,South Jessicashire,Duplicate
25222,6462760626.0,5.0,1007,2021-08-07,2379.01,6462760626,2024-06-03 20:53:10,2024-06-04 01:07:10,185,341,Brownfurt,West Sierra,Duplicate
25223,1237809166.0,1.0,1008,2020-04-25,1460.9,1237809166,2024-06-13 09:26:42,2024-06-13 12:47:42,803,124,Port Stephaniechester,Port Daniel,Duplicate
25224,4966654600.0,1.0,1001,2024-03-02,2003.15,4966654600,2024-06-21 03:51:52,2024-06-21 05:54:52,505,394,Port Brittneytown,Jenniferbury,Duplicate
25226,3862618122.0,8.0,1000,2024-03-12,4701.49,3862618122,2024-06-18 18:49:13,2024-06-18 21:17:13,897,271,Larsonmouth,Derekville,Duplicate
25229,7890025685.0,5.0,1003,2021-01-25,2222.03,7890025685,2024-06-03 20:58:34,2024-06-03 22:09:34,344,247,Port Kara,Aguilarview,Duplicate
25230,5201264596.0,5.0,1008,2022-09-23,3438.45,5201264596,2024-06-19 04:46:02,2024-06-19 06:05:02,214,236,Michaelfurt,Port Maryberg,Duplicate
25231,3026869218.0,7.0,1008,2023-09-08,1639.31,3026869218,2024-06-14 00:56:26,2024-06-14 02:15:26,92,52,Lake Russellfurt,East Brianbury,Duplicate
25232,1586498132.0,3.0,1009,2021-01-18,673.8,1586498132,2024-06-23 14:29:40,2024-06-23 19:29:40,644,53,Lake Julian,Kevinfurt,Duplicate
25233,4014906804.0,16.0,1004,2023-04-04,2690.46,4014906804,2024-06-21 18:46:57,2024-06-21 23:14:57,651,155,Lake Aaronberg,Santiagofurt,Duplicate
25234,8722888044.0,15.0,XXXX,2021-10-16,704.0,8722888044,2024-05-29 10:08:12,2024-05-29 12:53:12,341,276,East Margaretborough,East Sharonfort,Duplicate
25235,6720119172.0,5.0,1008,2022-05-29,3874.84,6720119172,2024-06-02 04:05:31,2024-06-02 07:58:31,683,73,Port Raven,East Taraville,Duplicate
25237,7885870109.0,13.0,1002,2022-12-09,1991.75,7885870109,2024-06-25 03:22:14,2024-06-25 06:43:14,920,450,Stephenside,Robertfort,Duplicate
25238,2367751795.0,6.0,1003,2020-09-12,503.26,2367751795,2024-06-15 15:43:43,2024-06-15 18:38:43,581,333,North Jermaineside,Pattersonport,Duplicate
25240,6455567270.0,8.0,1007,2021-05-04,4586.24,6455567270,2024-05-29 05:34:19,2024-05-29 10:32:19,310,202,North Stephenland,Gibsonmouth,Duplicate
25242,6506792035.0,6.0,1001,2023-05-05,1816.95,6506792035,2024-06-03 17:53:52,2024-06-03 20:09:52,447,496,New Tracy,Floreston,Duplicate
25243,3064272537.0,9.0,1007,2020-11-10,1313.23,3064272537,2024-06-22 00:55:45,2024-06-22 01:43:45,984,296,North Calvinmouth,Thompsonmouth,Duplicate
25244,7799663812.0,6.0,1001,2024-02-23,4824.69,7799663812,2024-05-27 01:36:59,2024-05-27 05:15:59,345,302,Port Ryanfurt,South Stephen,Duplicate
25247,4287116310.0,11.0,1000,2022-04-08,3767.77,4287116310,2024-06-15 16:09:52,2024-06-15 18:54:52,204,340,Lake Henry,Clinemouth,Duplicate
25248,3907397266.0,7.0,1004,2021-04-19,4595.91,3907397266,2024-05-28 06:34:25,2024-05-28 08:07:25,412,215,Hernandezfurt,Figueroafort,Duplicate
25249,6796010724.0,4.0,1007,2022-02-14,1409.37,6796010724,2024-06-18 13:03:35,2024-06-18 15:24:35,922,184,East Kennethchester,North Sheilaton,Duplicate
25250,3932663200.0,3.0,1005,2020-07-04,3245.21,3932663200,2024-06-18 09:14:44,2024-06-18 12:26:44,71,481,Floresside,New Kevinmouth,Duplicate
25251,650964065.0,13.0,1006,2021-06-13,3605.58,0650964065,2024-06-20 23:47:33,2024-06-21 01:29:33,554,470,Deanport,New George,Duplicate
25252,2086502809.0,14.0,1005,2022-03-09,2149.42,2086502809,2024-06-08 03:51:00,2024-06-08 05:42:00,738,305,South Thomas,New Melanie,Duplicate
25254,5664742466.0,9.0,1006,2020-01-31,2559.65,5664742466,2024-06-25 06:11:59,2024-06-25 09:52:59,459,441,Walkerport,Port Mary,Duplicate
25255,297708645.0,4.0,1006,2020-03-16,1306.14,0297708645,2024-06-02 08:10:51,2024-06-02 12:56:51,743,307,Markport,Reedhaven,Duplicate
25256,4117042930.0,6.0,1003,2022-05-07,2310.7,4117042930,2024-06-01 10:27:09,2024-06-01 14:37:09,259,168,New Toddfort,North Melissa,Duplicate
25257,6186803149.0,3.0,1007,2020-07-14,4418.27,6186803149,2024-06-17 09:15:47,2024-06-17 11:10:47,171,302,Kelleyfurt,Rodriguezburgh,Duplicate
25258,4726270269.0,4.0,1006,2022-06-21,3191.8,4726270269,2024-06-05 20:48:36,2024-06-06 00:29:36,506,71,South Cristinaview,North Williamview,Duplicate
25259,6302095337.0,3.0,1000,2023-03-05,3443.34,6302095337,2024-06-17 11:22:57,2024-06-17 13:45:57,671,182,Andrewmouth,Allenhaven,Duplicate
25260,9347727632.0,2.0,1001,2021-11-27,1815.18,9347727632,2024-06-25 16:48:48,2024-06-25 19:54:48,721,68,Proctorbury,Lake Megan,Duplicate
25261,1217896109.0,12.0,1004,2020-04-22,4238.43,1217896109,2024-05-29 16:45:52,2024-05-29 20:05:52,230,460,Blackview,Rogerston,Duplicate
25262,6018592960.0,13.0,1001,2022-12-15,895.7,6018592960,2024-06-06 12:48:39,2024-06-06 16:07:39,509,381,East Katie,East Nataliebury,Duplicate
25263,5103321465.0,4.0,1005,2022-11-25,673.29,5103321465,2024-06-11 12:40:42,2024-06-11 16:28:42,979,417,West Patrickland,Ambermouth,Duplicate
25264,9232618661.0,7.0,1009,2021-12-15,1100.35,9232618661,2024-06-11 13:06:10,2024-06-11 14:29:10,637,215,West Javierchester,New Meredithborough,Duplicate
25265,6123030969.0,12.0,1008,2021-04-12,2849.82,6123030969,2024-05-27 09:29:00,2024-05-27 13:48:00,419,473,Shermanshire,Nielsenbury,Duplicate
25266,6103726842.0,6.0,1001,2023-07-20,850.45,6103726842,2024-06-06 05:27:17,2024-06-06 07:58:17,195,300,West Allisonchester,North Seanberg,Duplicate
25267,2842026379.0,7.0,1001,2021-04-24,1640.19,2842026379,2024-06-22 01:29:42,2024-06-22 03:58:42,843,473,Thomasstad,North Peter,Duplicate
25268,2121854119.0,1.0,1008,2021-12-15,2831.2,2121854119,2024-06-22 19:23:21,2024-06-23 00:23:21,162,352,Gonzalezton,South Melissachester,Duplicate
25269,5570356638.0,11.0,1005,2022-02-09,3101.13,5570356638,2024-05-28 23:14:26,2024-05-29 00:25:26,331,147,Debrastad,Lake Dwaynebury,Duplicate
25270,9663975686.0,4.0,1009,2024-05-03,1917.74,9663975686,2024-06-03 10:33:06,2024-06-03 13:11:06,442,439,Port Amyport,Jessicahaven,Duplicate
25272,3533557056.0,7.0,1000,2023-02-11,4121.92,3533557056,2024-06-23 02:57:29,2024-06-23 04:09:29,672,399,South Elizabeth,South Renee,Duplicate
25273,2689453800.0,5.0,1006,2024-03-28,782.47,2689453800,2024-06-16 02:42:24,2024-06-16 03:24:24,689,301,Nelsonfort,Jonesville,Duplicate
25274,1519602640.0,1.0,1007,2020-01-05,2325.25,1519602640,2024-05-27 05:33:56,2024-05-27 06:26:56,54,356,North Theresa,Port Davidside,Duplicate
25275,3766041096.0,3.0,1007,2022-01-21,3300.16,3766041096,2024-06-06 04:50:28,2024-06-06 07:18:28,627,366,South Barbara,South Melissa,Duplicate
25276,2360356336.0,17.0,1005,2021-01-10,1022.91,2360356336,2024-06-08 23:13:19,2024-06-09 03:37:19,97,138,East Elizabethborough,Thomasbury,Duplicate
25277,9311065720.0,6.0,1002,2024-05-20,600.79,9311065720,2024-06-25 01:52:28,2024-06-25 05:47:28,152,463,Morganmouth,Paulaside,Duplicate
25278,5527906053.0,8.0,1008,2021-02-24,4882.24,5527906053,2024-06-11 01:17:36,2024-06-11 03:31:36,492,450,Suarezview,Spencemouth,Duplicate
25279,3561731504.0,10.0,1000,2020-10-19,1161.12,3561731504,2024-06-13 05:29:43,2024-06-13 09:04:43,661,344,Annburgh,Marybury,Duplicate
25280,5109691020.0,5.0,1001,2021-05-26,2328.83,5109691020,2024-06-19 03:21:19,2024-06-19 03:57:19,854,315,Mccoyland,Pageside,Duplicate
25281,6463999549.0,15.0,XXXX,2022-10-08,894.94,6463999549,2024-05-28 01:49:37,2024-05-28 05:53:37,618,466,Wesleybury,Carlview,Duplicate
25282,7503932062.0,16.0,1001,2021-11-07,1090.06,7503932062,2024-06-19 17:12:48,2024-06-19 20:37:48,464,422,Port Michael,West Cody,Duplicate
25283,8595823475.0,11.0,1006,2022-07-04,1444.35,8595823475,2024-06-20 02:19:30,2024-06-20 06:03:30,251,328,Smithfort,New Richard,Duplicate
25285,5485201170.0,12.0,1005,2022-05-26,3553.89,5485201170,2024-06-21 01:51:45,2024-06-21 04:31:45,851,141,South Vickichester,West Vickietown,Duplicate
25286,1556619073.0,13.0,1005,2022-02-02,2219.08,1556619073,2024-05-29 01:17:52,2024-05-29 02:44:52,387,278,South Dustin,East Carol,Duplicate
25287,126563872.0,6.0,1000,2020-08-01,1652.19,0126563872,2024-06-11 09:27:49,2024-06-11 12:07:49,435,100,East Hollyside,Kennethfort,Duplicate
25288,9487672440.0,5.0,1008,2021-03-25,1937.13,9487672440,2024-06-14 10:09:00,2024-06-14 12:58:00,384,473,East Louisberg,Port Douglasside,Duplicate
25289,3204882576.0,13.0,XXXX,2020-07-04,4454.04,3204882576,2024-06-16 19:48:54,2024-06-16 21:26:54,883,112,New Ashley,South Nicholasshire,Duplicate
25290,2141853593.0,10.0,1002,2022-05-28,573.04,2141853593,2024-06-21 22:23:05,2024-06-22 02:00:05,93,287,Port Christopherview,Sanchezside,Duplicate
25291,29596717.0,10.0,1000,2022-09-10,1482.21,0029596717,2024-06-09 00:17:00,2024-06-09 03:00:00,688,467,North Steve,Amandafort,Duplicate
25292,2921573638.0,1.0,1007,2024-05-10,4865.04,2921573638,2024-06-07 03:41:39,2024-06-07 08:33:39,853,180,Reedborough,East Dawnmouth,Duplicate
25293,1270865819.0,3.0,1008,2021-11-26,2450.8,1270865819,2024-06-06 03:23:19,2024-06-06 06:46:19,818,80,West Glennfort,Hoffmanfort,Duplicate
25294,4513583251.0,3.0,1005,2020-11-09,1715.29,4513583251,2024-06-16 10:57:39,2024-06-16 13:31:39,174,484,Markshire,New Heather,Duplicate
25295,5604456427.0,9.0,XXXX,2021-11-12,4191.95,5604456427,2024-06-22 04:04:38,2024-06-22 08:36:38,478,376,Clarkmouth,Port Heatherhaven,Duplicate
25298,8318608377.0,11.0,1003,2022-01-20,4694.75,8318608377,2024-06-08 01:10:26,2024-06-08 02:47:26,724,372,South William,South Donna,Duplicate
25299,1098165261.0,4.0,XXXX,2021-03-14,3171.22,1098165261,2024-06-01 13:10:46,2024-06-01 14:19:46,773,374,Greenberg,Lake Yesenia,Duplicate
25300,904570562.0,12.0,1006,2024-03-16,3344.72,0904570562,2024-06-16 06:27:21,2024-06-16 07:53:21,675,125,Mcdonaldmouth,Christopherport,Duplicate
25301,5448726274.0,8.0,1003,2021-05-16,4485.08,5448726274,2024-06-25 14:30:55,2024-06-25 17:13:55,245,297,Port Melaniestad,Port Sandy,Duplicate
25303,899934143.0,20.0,1007,2023-08-05,733.81,0899934143,2024-06-22 23:44:19,2024-06-23 01:18:19,441,95,North Frank,Sharonburgh,Duplicate
25304,7518934449.0,9.0,XXXX,2023-10-24,548.66,7518934449,2024-05-30 01:14:18,2024-05-30 02:30:18,586,336,East Brittanybury,Lake Annaport,Duplicate
25305,4387767545.0,10.0,1007,2020-08-19,2289.13,4387767545,2024-06-21 11:02:41,2024-06-21 15:39:41,406,457,Joshuaport,South Heather,Duplicate
25307,7890025685.0,7.0,1003,2021-01-25,3067.9,7890025685,2024-06-03 20:58:34,2024-06-03 22:09:34,344,247,Port Kara,Aguilarview,Duplicate
25308,1551875283.0,7.0,1004,2024-04-30,4447.84,1551875283,2024-06-22 09:35:21,2024-06-22 10:46:21,560,398,Lake Adam,Johnsonbury,Duplicate
25309,1186305.0,8.0,1003,2023-05-18,811.68,0001186305,2024-06-21 20:38:33,2024-06-21 21:34:33,705,449,Emilystad,West Judithtown,Duplicate
25310,5115563759.0,17.0,1000,2022-01-05,4910.68,5115563759,2024-06-16 12:57:02,2024-06-16 15:43:02,901,174,Diazbury,Boydburgh,Duplicate
25311,631654538.0,9.0,1009,2020-12-09,1410.55,0631654538,2024-06-04 01:48:11,2024-06-04 06:38:11,853,176,New Andreafort,Douglasfurt,Duplicate
25313,5362988594.0,4.0,1001,2021-07-03,4064.83,5362988594,2024-06-11 10:49:38,2024-06-11 12:15:38,564,319,East Katherine,Buchananbury,Duplicate
25314,8705194639.0,6.0,1004,2023-10-21,3300.6,8705194639,2024-05-28 09:56:24,2024-05-28 12:52:24,816,337,Lake Vanessatown,Hudsonberg,Duplicate
25315,3802510282.0,12.0,XXXX,2020-09-03,1542.37,3802510282,2024-06-25 12:08:37,2024-06-25 14:11:37,582,318,West Joshuafurt,Patriciashire,Duplicate
25316,1467509629.0,6.0,1007,2024-03-30,1564.07,1467509629,2024-06-19 19:38:06,2024-06-19 23:17:06,493,201,Lake Elizabeth,Wallaceland,Duplicate
25317,5720919437.0,1.0,1000,2022-10-24,4556.48,5720919437,2024-06-22 04:34:54,2024-06-22 09:21:54,739,144,Port Stephaniehaven,East Jesse,Duplicate
25318,1310341516.0,5.0,1003,2023-07-01,3354.83,1310341516,2024-06-24 10:07:22,2024-06-24 13:16:22,267,189,Michaelhaven,Brittanyton,Duplicate
25319,1885095648.0,6.0,1004,2023-06-17,1138.09,1885095648,2024-06-17 13:20:56,2024-06-17 16:55:56,164,160,Lake Michael,Brownstad,Duplicate
25320,8078847045.0,7.0,1006,2023-09-30,4791.61,8078847045,2024-06-18 02:12:00,2024-06-18 06:46:00,167,92,North Danielland,Port Jessica,Duplicate
25322,6307906396.0,11.0,1007,2024-05-06,2505.08,6307906396,2024-06-19 00:26:42,2024-06-19 01:11:42,439,93,Jameshaven,Elizabethstad,Duplicate
25324,7248759288.0,1.0,1007,2020-01-25,3726.25,7248759288,2024-06-05 14:10:56,2024-06-05 18:16:56,806,110,Masonstad,New Debrahaven,Duplicate
25325,2544038568.0,2.0,1003,2024-04-09,1809.57,2544038568,2024-06-06 23:00:26,2024-06-07 00:36:26,745,271,West Isaac,New Sheritown,Duplicate
25326,5048107004.0,4.0,1001,2021-10-05,2171.74,5048107004,2024-05-28 11:50:31,2024-05-28 15:00:31,427,423,Moorefort,Morrisonville,Duplicate
25327,8018083810.0,7.0,1005,2020-07-12,3305.18,8018083810,2024-06-06 07:57:23,2024-06-06 09:40:23,771,254,Yorkfurt,Brittanyhaven,Duplicate
25328,3315255772.0,3.0,1007,2022-04-21,634.77,3315255772,2024-05-30 08:27:23,2024-05-30 09:11:23,709,409,Charlesshire,Atkinschester,Duplicate
25329,1482248092.0,7.0,1005,2024-04-25,2746.77,1482248092,2024-06-06 16:07:07,2024-06-06 19:43:07,793,408,North Jeremymouth,Corybury,Duplicate
25330,7018841567.0,5.0,XXXX,2024-06-16,3360.42,7018841567,2024-05-27 11:09:33,2024-05-27 12:33:33,283,56,Angelaberg,Lake Juliastad,Duplicate
25331,2765441613.0,6.0,1006,2020-06-09,3119.04,2765441613,2024-06-11 19:45:58,2024-06-11 20:54:58,475,263,Simpsonburgh,Shellyborough,Duplicate
25332,2841320004.0,5.0,1000,2021-01-24,2355.16,2841320004,2024-05-31 23:07:06,2024-06-01 01:27:06,934,148,Bentonbury,Luceroville,Duplicate
25334,4912570832.0,6.0,1006,2024-03-16,4646.15,4912570832,2024-05-29 23:39:50,2024-05-30 02:19:50,84,307,South Stevenport,South William,Duplicate
25335,3899770054.0,5.0,1003,2022-03-25,3899.52,3899770054,2024-05-27 18:06:59,2024-05-27 21:21:59,318,446,East Pamelastad,East Kristyfurt,Duplicate
25336,5842524734.0,7.0,1008,2023-10-31,3386.09,5842524734,2024-06-13 04:16:06,2024-06-13 07:32:06,492,54,New Justinfurt,Hannaborough,Duplicate
25337,1388934800.0,3.0,1003,2024-04-06,1534.97,1388934800,2024-06-13 17:32:02,2024-06-13 18:51:02,802,441,Brittanytown,Wrightchester,Duplicate
25340,5045124841.0,2.0,1001,2024-05-11,1454.01,5045124841,2024-05-29 17:34:25,2024-05-29 22:07:25,891,364,East Edwardport,East Nathan,Duplicate
25341,8099042814.0,1.0,1002,2023-05-19,698.49,8099042814,2024-06-08 23:05:15,2024-06-09 00:18:15,569,85,Alvaradoborough,Port Rebeccafurt,Duplicate
25342,2809572754.0,20.0,1007,2023-08-09,3996.56,2809572754,2024-06-16 22:25:22,2024-06-17 02:37:22,443,417,New Donnamouth,Port Candaceland,Duplicate
25343,8469151021.0,7.0,1001,2022-02-25,825.64,8469151021,2024-06-22 19:53:43,2024-06-22 23:18:43,614,248,Lopezfort,Jacksonland,Duplicate
25344,6679249590.0,5.0,1002,2024-05-15,969.51,6679249590,2024-06-23 00:55:42,2024-06-23 04:22:42,370,342,Port Jasmin,Patriciaview,Duplicate
25345,1198097545.0,1.0,1001,2020-08-30,3715.55,1198097545,2024-06-01 22:15:31,2024-06-01 23:13:31,354,446,Michaelville,Karenhaven,Duplicate
25346,8309484470.0,17.0,1007,2022-08-30,3026.8,8309484470,2024-06-15 22:19:08,2024-06-16 02:12:08,148,437,Marshallhaven,Lake Crystalburgh,Duplicate
25348,7909754524.0,4.0,XXXX,2021-11-28,1915.12,7909754524,2024-06-19 22:41:04,2024-06-19 23:48:04,588,83,Hoffmanport,West Danieltown,Duplicate
25349,8672585635.0,19.0,1008,2023-05-12,2735.81,8672585635,2024-06-02 08:24:52,2024-06-02 12:34:52,298,212,New Brett,Catherineberg,Duplicate
25350,1981601667.0,11.0,XXXX,2023-03-29,600.09,1981601667,2024-05-30 03:45:15,2024-05-30 08:18:15,196,434,New Brittany,Fergusonstad,Duplicate
25351,1482248092.0,7.0,1005,2024-04-25,2746.77,1482248092,2024-06-06 16:07:07,2024-06-06 19:43:07,793,408,North Jeremymouth,Corybury,Duplicate
25353,3813220222.0,7.0,1009,2023-11-29,3768.08,3813220222,2024-06-24 02:52:54,2024-06-24 07:02:54,988,299,South Bryan,Daviston,Duplicate
25354,4034126354.0,1.0,XXXX,2023-04-15,4053.8,4034126354,2024-05-29 00:44:20,2024-05-29 03:42:20,324,478,Joshuaborough,Tamarashire,Duplicate
25355,3483291366.0,3.0,1002,2023-01-21,4217.8,3483291366,2024-06-11 03:25:37,2024-06-11 04:23:37,806,421,Lake Robertmouth,Cindyport,Duplicate
25356,6528895433.0,7.0,1003,2021-04-13,3069.91,6528895433,2024-06-20 16:59:27,2024-06-20 21:13:27,162,357,West Tanya,South Ricky,Duplicate
